,Crypto,Author Name,Text,Message ID,Published At,Retweet Count,Favorite Count,Processed Text
2,NEXO,Kingoffreedom,"RT @cryptowealthx: Try @RebelliousCoin a fresh #dex with easy flow UI and low fees. 

#exchange #cryptocurrency #crypto #rebellious #NEXO #…",1170622351412776960,2019-09-08 08:58:12,1,0,   Try   a fresh   with easy flow UI and low fees.             
3,NEXO,MC Brief,Nexo Rolls Out Digital Currency Mastercard - https://t.co/jeLlC7NfHz,1170479049749274626,2019-09-07 23:28:46,1,1,Nexo Rolls Out Digital Currency Mastercard -
5,NEXO,CryptoWealthX,"Try @RebelliousCoin a fresh #dex with easy flow UI and low fees. 

#exchange #cryptocurrency #crypto #rebellious… https://t.co/O11duSigtP",1170413529339506688,2019-09-07 19:08:25,1,2,Try   a fresh   with easy flow UI and low fees.         
6,NEXO,Tony Henriquez,"#BCNX #bitcoin #cryptocurrency #cryptocurrencies #bytecoin #BCN #NFL #NFL100 #litecoin #Criptomonedas 
Register and… https://t.co/AudPqFLSR2",1170393807050989570,2019-09-07 17:50:03,0,0,               100     Register and…
7,NEXO,Rafiqul Islam,RT @c50index: Five Star Ratings Report for June 2019 Five Star Stand out! $NEXO Visit https://t.co/ENDT5ao8Ft to learn more. #bounty #ether…,1170340601549807616,2019-09-07 14:18:37,19,0,   Five Star Ratings Report for June 2019 Five Star Stand out! $NEXO Visit   to learn more.    
8,NEXO,Topicktea,"Join,dwonload and singup...
@Curis_Wang @blockchain @nexo @guarda #BTC #USDT #LTC #ETH #ETC #BTR #XRP #HOT… https://t.co/8iz4fFmv6x",1170266634159673345,2019-09-07 09:24:42,0,1,"Join,dwonload and singup...                        "
10,NEXO,TokenNews v2.0,"LINE Receives Cryptocurrency Exchange License / LiteLink Technologies, Bay Water Transportation Part...

LINE Recei… https://t.co/eSSpXgRRgY",1170060230475935744,2019-09-06 19:44:32,0,0,"LINE Receives Cryptocurrency Exchange License / LiteLink Technologies, Bay Water Transportation Part...  LINE Recei…"
11,NEXO,Tony Henriquez,#bitcoin #litecoin #bnb #bytecoin #bcnex #cryptocurrencies #cryptocurrency #CryptoNews #WallStreet #privacy $bcn… https://t.co/TbS6bpi1um,1169998858048327680,2019-09-06 15:40:39,0,0,                    $bcn…
13,NEXO,Tony Henriquez,"This is for gold bugs!
#bitcoin #litecoin #bnb #bytecoin #bcnex #cryptocurrencies #cryptocurrency #CryptoNews… https://t.co/sHiv0I0ltY",1169964182256660482,2019-09-06 13:22:52,0,0,This is for gold bugs!                
0,DROP,Stephanie Olson,"RT @ResistanceNOW77: Comments from SNB's Jordan and Fed's Powell were not exactly a ringing endorsement of cryptocurrency. 
Bitcoin takes a…",1170757844645249024,2019-09-08 17:56:36,2,0,   Comments from SNB's Jordan and Fed's Powell were not exactly a ringing endorsement of cryptocurrency. Bitcoin takes a…
1,DROP,Elton Machinya,"Welkom was great, next stop Eastern Cape! What are you waiting for? Cryptocurrency is taking over. Drop your number for more information",1170749677937016839,2019-09-08 17:24:09,0,0,"Welkom was great, next stop Eastern Cape! What are you waiting for? Cryptocurrency is taking over. Drop your number for more information"
2,DROP,The Resistance,"Comments from SNB's Jordan and Fed's Powell were not exactly a ringing endorsement of cryptocurrency. 
Bitcoin take… https://t.co/PabiAzJlU5",1170748174304239616,2019-09-08 17:18:10,2,1,Comments from SNB's Jordan and Fed's Powell were not exactly a ringing endorsement of cryptocurrency. Bitcoin take…
3,DROP,Hayrettin,"RT @BravoCoin: #Win a #Roku Express HD for Our Next #Free #Crypto #Contest #Giveaway 🤩

Download @BravoCoin from app/play store ✅
RT/Like/T…",1170731168653819905,2019-09-08 16:10:36,18,0,     a   Express HD for Our Next         🤩  Download   from app/play store ✅ /Like/T…
4,DROP,Crypto Mak 🌐,"RT @crypto__mak: Ethereum (ETH), Amidst Volatility, Records Marginal Drop in Price Since Last Week https://t.co/98U7p4cqeY #Cryptocurrency…",1170708889274208256,2019-09-08 14:42:04,1,0,"   Ethereum (ETH), Amidst Volatility, Records Marginal Drop in Price Since Last Week    "
5,DROP,The Currency Scene,"#currency #cryptocurrency Rate Cut Odds Drop for BOC, RBA, and RBNZ amid US-China Trade War Truce: Central Bank Wee… https://t.co/RGlm6EBOPk",1170695216346648579,2019-09-08 13:47:44,0,0,"    Rate Cut Odds Drop for BOC, RBA, and RBNZ amid US-China Trade War Truce: Central Bank Wee…"
6,DROP,BTC RSI indicator,"If it don't drop, you have no choice but to raise it.
#bitcoin #bitcoincash #ripple #ethereum #btc #bch #xrp #eth… https://t.co/0vDhO6WLFI",1170694876410703873,2019-09-08 13:46:23,0,0,"If it don't drop, you have no choice but to raise it.    cash            "
7,DROP,Santchi,"RT @btcscal: Let it rise is very easy more than let it drop, don't you think?
#bitcoin #bitcoincash #ripple #ethereum #btc #bch #xrp #eth #…",1170690726755282944,2019-09-08 13:29:54,1,0,"   Let it rise is very easy more than let it drop, don't you think?    cash              "
8,DROP,BTC RSI indicator,"Let it rise is very easy more than let it drop, don't you think?
#bitcoin #bitcoincash #ripple #ethereum #btc #bch… https://t.co/thPmCH8fA4",1170690573537120256,2019-09-08 13:29:17,1,0,"Let it rise is very easy more than let it drop, don't you think?    cash        "
9,DROP,kishan Das,"RT @VerusEstate: Verus self drop. 
Get a chance to get instant 500 VERS by participating in the forthcoming self drop commencing on 04/09/2…",1170678199396618240,2019-09-08 12:40:07,418,0,   Verus self drop. Get a chance to get instant 500 VERS by participating in the forthcoming self drop commencing on 04/09/2…
10,DROP,Appytechie,Bitcoin price latest: Cryptocurrency value plunges dramatically amid global financial market drop… https://t.co/2NIynSQITG,1170601781971128321,2019-09-08 07:36:28,0,1,Bitcoin price latest: Cryptocurrency value plunges dramatically amid global financial market drop…
11,DROP,Crypto Mak 🌐,RT @crypto__mak: Bitcoin’s Lightning Network capacity up by 738% since Sept 2018; Bitcoin Cash suffers 93% drop in transaction count https:…,1170596892754886657,2019-09-08 07:17:02,1,0,   Bitcoin’s Lightning Network capacity up by 738% since Sept 2018; Bitcoin Cash suffers 93% drop in transaction count https:…
12,DROP,JoseLuis 🇧🇷,"Gas prices drop to a 3-year Labor Day low, as more drivers h.. 
@joseluisintwite - CNBC - Twitter - News - Noticias… https://t.co/vQvvV9Cf3M",1170596239706066944,2019-09-08 07:14:26,0,0,"Gas prices drop to a 3-year Labor Day low, as more drivers h..   - CNBC - Twitter - News - Noticias…"
14,DROP,Crypto Mak 🌐,"Bitcoin To Visit $7,500 And Drop By 30% Soon, Analysts Predict https://t.co/z3NppJDLw7 #BitcoinAnalysis… https://t.co/NAS2kPrNDm",1170590724305219585,2019-09-08 06:52:31,0,1,"Bitcoin To Visit $7,500 And Drop By 30% Soon, Analysts Predict    "
0,ETH,🙋🏻‍♂️IAmCryptoKing🤴🏻,"RT @wazapepe: $SHA $VET

""ThorBlock V2 will be the #GoFundMe or #Kickstarter in crypto running on VeChainThor chain and powered by the @Saf…",1170773254790758400,2019-09-08 18:57:50,22,0,"   $SHA $VET  ""ThorBlock V2 will be the   or   in crypto running on VeChainThor chain and powered by the  "
1,ETH,PlattsburghBTC,"BTC: $10349.9, ETH: $0, DASH: $0, XRP: $0 LTC: $0 ETC: $0 #Cryptocurrency #PriceUpdate",1170772887093022725,2019-09-08 18:56:22,0,0,"BTC: $10349.9, ETH: $0, DASH: $0, XRP: $0 LTC: $0 ETC: $0    "
2,ETH,Kobe,"RT @lifecoachmanu: THE #ALTSEASON IS OPEN!!
BUY AS MUCH AS YOU CAN 🚀🚀🚀🚀🚀
$XVG $SC $ETH $LTC $DAPS $XRP $XEM $XLM $DASH $HOT $KIN #BITCOIN #…",1170771952254033921,2019-09-08 18:52:39,8,0,   THE   IS OPEN!! BUY AS MUCH AS YOU CAN 🚀🚀🚀🚀🚀 $XVG $SC $ETH $LTC $DAPS $XRP $XEM $XLM $DASH $HOT $KIN    
3,ETH,NEO Investor,"RT @SwitcheoNetwork: Calling all new crypto users! Don't know how and where to start your crypto journey? Buy your first cryptocurrency, $E…",1170771346441347076,2019-09-08 18:50:15,19,0,"   Calling all new crypto users! Don't know how and where to start your crypto journey? Buy your first cryptocurrency, $E…"
4,ETH,JON,"RT @Tao_Zao: @orion_protocol is a liquidity aggregator.

It is a protocol that connects #cryptocurrency exchanges and brings them under one…",1170771082686717953,2019-09-08 18:49:12,1,0,     is a liquidity aggregator.  It is a protocol that connects   exchanges and brings them under one…
5,ETH,mahmudin ramdani,"TLS Group Airdrop is now Live🚀💰🏆

Click on below link to participate into this amazing #Airdrop🎁… https://t.co/m7gdv4DQi9",1170770505239953408,2019-09-08 18:46:54,0,0,TLS Group Airdrop is now Live🚀💰🏆  Click on below link to participate into this amazing  
6,ETH,Mozist,"RT @XMydexpay: MyDexpay XMD Price on Exchages

Vindax
https://t.co/hNYjb9LpWY
https://t.co/1rc7bmGt1V
EtherFlayer 
https://t.co/3EuKGzFuEI…",1170769990833844226,2019-09-08 18:44:52,16,0,   MyDexpay XMD Price on Exchages  Vindax   EtherFlayer …
7,ETH,analyst5,"#crypto mkt cap last hour

🚀
$BCH +20.183m
$EOS +9.829m
$LTC +6.278m

🌧️
$BTC -227.191m
$ETH -45.494m
$XLM -32.914m… https://t.co/aULuy0cObg",1170768956329746436,2019-09-08 18:40:45,0,0,  mkt cap last hour  🚀 $BCH +20.183m $EOS +9.829m $LTC +6.278m  🌧️ $BTC -227.191m $ETH -45.494m $XLM -32.914m…
